Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue
21-11-2015,21,November,2015,35,Adults (35-64),M,Australia,Queensland,Bikes,Road Bikes,"Road-350-W Yellow, 40",2,1083,1701,692,2166,2858
02-12-2013,2,December,2013,35,Adults (35-64),M,Australia,Queensland,Bikes,Road Bikes,"Road-350-W Yellow, 40",1,1083,1701,346,1083,1429
02-12-2015,2,December,2015,35,Adults (35-64),M,Australia,Queensland,Bikes,Road Bikes,"Road-350-W Yellow, 40",1,1083,1701,346,1083,1429
01-01-2014,1,January,2014,35,Adults (35-64),M,Australia,Queensland,Bikes,Road Bikes,"Road-350-W Yellow, 40",1,1083,1701,346,1083,1429
01-01-2016,1,January,2016,35,Adults (35-64),M,Australia,Queensland,Bikes,Road Bikes,"Road-350-W Yellow, 40",3,1083,1701,1038,3249,4287
10-03-2014,10,March,2014,35,Adults (35-64),M,Australia,Queensland,Bikes,Road Bikes,"Road-350-W Yellow, 40",1,1083,1701,346,1083,1429
10-03-2016,10,March,2016,35,Adults (35-64),M,Australia,Queensland,Bikes,Road Bikes,"Road-350-W Yellow, 40",1,1083,1701,346,1083,1429
24-03-2014,24,March,2014,35,Adults (35-64),M,Australia,Queensland,Bikes,Road Bikes,"Road-350-W Yellow, 40",1,1083,1701,346,1083,1429
24-03-2016,24,March,2016,35,Adults (35-64),M,Australia,Queensland,Bikes,Road Bikes,"Road-350-W Yellow, 40",2,1083,1701,692,2166,2858
26-04-2014,26,April,2014,35,Adults (35-64),M,Australia,Queensland,Bikes,Road Bikes,"Road-350-W Yellow, 40",1,1083,1701,346,1083,1429
26-04-2016,26,April,2016,35,Adults (35-64),M,Australia,Queensland,Bikes,Road Bikes,"Road-350-W Yellow, 40",1,1083,1701,346,1083,1429
10-06-2013,10,June,2013,67,Seniors (64+),F,Australia,New South Wales,Bikes,Road Bikes,"Road-550-W Yellow, 40",1,713,1120,261,713,974
10-06-2015,10,June,2015,67,Seniors (64+),F,Australia,New South Wales,Bikes,Road Bikes,"Road-550-W Yellow, 40",1,713,1120,261,713,974
01-05-2014,1,May,2014,67,Seniors (64+),F,Australia,New South Wales,Bikes,Road Bikes,"Road-550-W Yellow, 40",1,713,1120,261,713,974
01-05-2016,1,May,2016,67,Seniors (64+),F,Australia,New South Wales,Bikes,Road Bikes,"Road-550-W Yellow, 40",1,713,1120,261,713,974
20-02-2013,20,February,2013,37,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-350-W Yellow, 40",1,1083,1701,261,1083,1344
20-02-2015,20,February,2015,37,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-350-W Yellow, 40",2,1083,1701,522,2166,2688
22-03-2013,22,March,2013,37,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-350-W Yellow, 40",1,1083,1701,261,1083,1344
22-03-2015,22,March,2015,37,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-350-W Yellow, 40",1,1083,1701,261,1083,1344
01-06-2013,1,June,2013,37,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-350-W Yellow, 40",1,1083,1701,261,1083,1344
01-06-2015,1,June,2015,37,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-350-W Yellow, 40",1,1083,1701,261,1083,1344
25-10-2013,25,October,2013,37,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-350-W Yellow, 40",1,1083,1701,261,1083,1344
25-10-2015,25,October,2015,37,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-350-W Yellow, 40",1,1083,1701,261,1083,1344
06-12-2013,6,December,2013,37,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-350-W Yellow, 40",1,1083,1701,261,1083,1344
06-12-2015,6,December,2015,37,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-350-W Yellow, 40",1,1083,1701,261,1083,1344
23-05-2014,23,May,2014,37,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-350-W Yellow, 40",1,1083,1701,261,1083,1344
23-05-2016,23,May,2016,37,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-350-W Yellow, 40",1,1083,1701,261,1083,1344
22-07-2012,22,July,2012,32,Young Adults (25-34),F,Australia,Victoria,Bikes,Road Bikes,"Road-550-W Yellow, 40",2,713,1120,344,1426,1770
22-07-2011,22,July,2011,32,Young Adults (25-34),F,Australia,Victoria,Bikes,Road Bikes,"Road-550-W Yellow, 40",1,713,1120,172,713,885
24-05-2013,24,May,2013,32,Young Adults (25-34),F,Australia,Victoria,Bikes,Road Bikes,"Road-550-W Yellow, 40",1,713,1120,172,713,885
24-05-2015,24,May,2015,32,Young Adults (25-34),F,Australia,Victoria,Bikes,Road Bikes,"Road-550-W Yellow, 40",1,713,1120,172,713,885
01-06-2013,1,June,2013,32,Young Adults (25-34),F,Australia,Victoria,Bikes,Road Bikes,"Road-550-W Yellow, 40",1,713,1120,172,713,885
01-06-2015,1,June,2015,32,Young Adults (25-34),F,Australia,Victoria,Bikes,Road Bikes,"Road-550-W Yellow, 40",3,713,1120,515,2139,2654
30-08-2013,30,August,2013,32,Young Adults (25-34),F,Australia,Victoria,Bikes,Road Bikes,"Road-550-W Yellow, 40",1,713,1120,172,713,885
30-08-2015,30,August,2015,32,Young Adults (25-34),F,Australia,Victoria,Bikes,Road Bikes,"Road-550-W Yellow, 40",1,713,1120,172,713,885
30-12-2013,30,December,2013,32,Young Adults (25-34),F,Australia,Victoria,Bikes,Road Bikes,"Road-550-W Yellow, 40",1,713,1120,172,713,885
30-12-2015,30,December,2015,32,Young Adults (25-34),F,Australia,Victoria,Bikes,Road Bikes,"Road-550-W Yellow, 40",1,713,1120,172,713,885
18-01-2014,18,January,2014,32,Young Adults (25-34),F,Australia,Victoria,Bikes,Road Bikes,"Road-550-W Yellow, 40",1,713,1120,172,713,885
18-01-2016,18,January,2016,32,Young Adults (25-34),F,Australia,Victoria,Bikes,Road Bikes,"Road-550-W Yellow, 40",3,713,1120,515,2139,2654
01-02-2014,1,February,2014,32,Young Adults (25-34),F,Australia,Victoria,Bikes,Road Bikes,"Road-550-W Yellow, 40",1,713,1120,172,713,885
01-02-2016,1,February,2016,32,Young Adults (25-34),F,Australia,Victoria,Bikes,Road Bikes,"Road-550-W Yellow, 40",1,713,1120,172,713,885
06-02-2014,6,February,2014,32,Young Adults (25-34),F,Australia,Victoria,Bikes,Road Bikes,"Road-550-W Yellow, 40",1,713,1120,172,713,885
06-02-2016,6,February,2016,32,Young Adults (25-34),F,Australia,Victoria,Bikes,Road Bikes,"Road-550-W Yellow, 40",1,713,1120,172,713,885
24-05-2014,24,May,2014,32,Young Adults (25-34),F,Australia,Victoria,Bikes,Road Bikes,"Road-550-W Yellow, 40",1,713,1120,172,713,885
24-05-2016,24,May,2016,32,Young Adults (25-34),F,Australia,Victoria,Bikes,Road Bikes,"Road-550-W Yellow, 40",2,713,1120,344,1426,1770
19-02-2012,19,February,2012,36,Adults (35-64),M,Australia,South Australia,Bikes,Road Bikes,"Road-550-W Yellow, 48",2,713,1120,411,1426,1837
19-02-2011,19,February,2011,36,Adults (35-64),M,Australia,South Australia,Bikes,Road Bikes,"Road-550-W Yellow, 48",1,713,1120,205,713,918
26-05-2012,26,May,2012,36,Adults (35-64),M,Australia,South Australia,Bikes,Road Bikes,"Road-550-W Yellow, 48",2,713,1120,411,1426,1837
26-05-2011,26,May,2011,36,Adults (35-64),M,Australia,South Australia,Bikes,Road Bikes,"Road-550-W Yellow, 48",4,713,1120,822,2852,3674
03-10-2012,3,October,2012,36,Adults (35-64),M,Australia,South Australia,Bikes,Road Bikes,"Road-550-W Yellow, 48",2,713,1120,411,1426,1837
03-10-2011,3,October,2011,36,Adults (35-64),M,Australia,South Australia,Bikes,Road Bikes,"Road-550-W Yellow, 48",1,713,1120,205,713,918
29-06-2013,29,June,2013,36,Adults (35-64),M,Australia,South Australia,Bikes,Road Bikes,"Road-550-W Yellow, 48",1,713,1120,205,713,918
29-06-2015,29,June,2015,36,Adults (35-64),M,Australia,South Australia,Bikes,Road Bikes,"Road-550-W Yellow, 48",1,713,1120,205,713,918
21-12-2013,21,December,2013,36,Adults (35-64),M,Australia,South Australia,Bikes,Road Bikes,"Road-550-W Yellow, 48",1,713,1120,205,713,918
21-12-2015,21,December,2015,36,Adults (35-64),M,Australia,South Australia,Bikes,Road Bikes,"Road-550-W Yellow, 48",1,713,1120,205,713,918
06-01-2014,6,January,2014,36,Adults (35-64),M,Australia,South Australia,Bikes,Road Bikes,"Road-550-W Yellow, 48",1,713,1120,205,713,918
06-01-2016,6,January,2016,36,Adults (35-64),M,Australia,South Australia,Bikes,Road Bikes,"Road-550-W Yellow, 48",3,713,1120,616,2139,2755
24-01-2014,24,January,2014,36,Adults (35-64),M,Australia,South Australia,Bikes,Road Bikes,"Road-550-W Yellow, 48",1,713,1120,205,713,918
24-01-2016,24,January,2016,36,Adults (35-64),M,Australia,South Australia,Bikes,Road Bikes,"Road-550-W Yellow, 48",1,713,1120,205,713,918
10-05-2014,10,May,2014,36,Adults (35-64),M,Australia,South Australia,Bikes,Road Bikes,"Road-550-W Yellow, 48",1,713,1120,205,713,918
10-05-2016,10,May,2016,36,Adults (35-64),M,Australia,South Australia,Bikes,Road Bikes,"Road-550-W Yellow, 48",2,713,1120,411,1426,1837
14-05-2014,14,May,2014,36,Adults (35-64),M,Australia,South Australia,Bikes,Road Bikes,"Road-550-W Yellow, 48",1,713,1120,205,713,918
14-05-2016,14,May,2016,36,Adults (35-64),M,Australia,South Australia,Bikes,Road Bikes,"Road-550-W Yellow, 48",1,713,1120,205,713,918
06-04-2012,6,April,2012,18,Youth (<25),M,Canada,British Columbia,Bikes,Road Bikes,"Road-150 Red, 48",2,2171,3578,2742,4342,7084
06-04-2011,6,April,2011,18,Youth (<25),M,Canada,British Columbia,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,1371,2171,3542
04-06-2012,4,June,2012,18,Youth (<25),M,Canada,British Columbia,Bikes,Road Bikes,"Road-150 Red, 48",2,2171,3578,2742,4342,7084
04-06-2011,4,June,2011,18,Youth (<25),M,Canada,British Columbia,Bikes,Road Bikes,"Road-150 Red, 48",2,2171,3578,2742,4342,7084
26-02-2012,26,February,2012,18,Youth (<25),F,Canada,British Columbia,Bikes,Road Bikes,"Road-150 Red, 52",2,2171,3578,2742,4342,7084
26-02-2011,26,February,2011,18,Youth (<25),F,Canada,British Columbia,Bikes,Road Bikes,"Road-150 Red, 52",2,2171,3578,2742,4342,7084
29-06-2012,29,June,2012,18,Youth (<25),F,Canada,British Columbia,Bikes,Road Bikes,"Road-150 Red, 52",2,2171,3578,2742,4342,7084
29-06-2011,29,June,2011,18,Youth (<25),F,Canada,British Columbia,Bikes,Road Bikes,"Road-150 Red, 52",1,2171,3578,1371,2171,3542
21-06-2013,21,June,2013,54,Adults (35-64),M,Australia,South Australia,Bikes,Road Bikes,"Road-550-W Yellow, 40",1,713,1120,205,713,918
21-06-2015,21,June,2015,54,Adults (35-64),M,Australia,South Australia,Bikes,Road Bikes,"Road-550-W Yellow, 40",2,713,1120,411,1426,1837
13-01-2014,13,January,2014,54,Adults (35-64),M,Australia,South Australia,Bikes,Road Bikes,"Road-550-W Yellow, 40",1,713,1120,205,713,918
13-01-2016,13,January,2016,54,Adults (35-64),M,Australia,South Australia,Bikes,Road Bikes,"Road-550-W Yellow, 40",1,713,1120,205,713,918
13-06-2013,13,June,2013,54,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-550-W Yellow, 40",1,713,1120,172,713,885
13-06-2015,13,June,2015,54,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-550-W Yellow, 40",1,713,1120,172,713,885
20-01-2014,20,January,2014,54,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-550-W Yellow, 40",1,713,1120,172,713,885
20-01-2016,20,January,2016,54,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-550-W Yellow, 40",3,713,1120,515,2139,2654
18-12-2013,18,December,2013,50,Adults (35-64),M,United Kingdom,England,Bikes,Road Bikes,"Road-250 Black, 48",1,1555,2443,790,1555,2345
18-12-2015,18,December,2015,50,Adults (35-64),M,United Kingdom,England,Bikes,Road Bikes,"Road-250 Black, 48",1,1555,2443,790,1555,2345
13-05-2013,13,May,2013,22,Youth (<25),F,Australia,Queensland,Bikes,Road Bikes,"Road-350-W Yellow, 40",1,1083,1701,346,1083,1429
13-05-2015,13,May,2015,22,Youth (<25),F,Australia,Queensland,Bikes,Road Bikes,"Road-350-W Yellow, 40",1,1083,1701,346,1083,1429
25-06-2013,25,June,2013,22,Youth (<25),F,Australia,Queensland,Bikes,Road Bikes,"Road-350-W Yellow, 40",1,1083,1701,346,1083,1429
25-06-2015,25,June,2015,22,Youth (<25),F,Australia,Queensland,Bikes,Road Bikes,"Road-350-W Yellow, 40",2,1083,1701,692,2166,2858
05-11-2013,5,November,2013,22,Youth (<25),F,Australia,Queensland,Bikes,Road Bikes,"Road-350-W Yellow, 40",1,1083,1701,346,1083,1429
05-11-2015,5,November,2015,22,Youth (<25),F,Australia,Queensland,Bikes,Road Bikes,"Road-350-W Yellow, 40",3,1083,1701,1038,3249,4287
05-05-2013,5,May,2013,23,Youth (<25),M,Australia,Tasmania,Bikes,Road Bikes,"Road-350-W Yellow, 44",1,1083,1701,295,1083,1378
05-05-2015,5,May,2015,23,Youth (<25),M,Australia,Tasmania,Bikes,Road Bikes,"Road-350-W Yellow, 44",1,1083,1701,295,1083,1378
07-06-2013,7,June,2013,23,Youth (<25),M,Australia,Tasmania,Bikes,Road Bikes,"Road-350-W Yellow, 44",1,1083,1701,295,1083,1378
07-06-2015,7,June,2015,23,Youth (<25),M,Australia,Tasmania,Bikes,Road Bikes,"Road-350-W Yellow, 44",3,1083,1701,884,3249,4133
11-12-2013,11,December,2013,23,Youth (<25),M,Australia,Tasmania,Bikes,Road Bikes,"Road-350-W Yellow, 44",1,1083,1701,295,1083,1378
11-12-2015,11,December,2015,23,Youth (<25),M,Australia,Tasmania,Bikes,Road Bikes,"Road-350-W Yellow, 44",1,1083,1701,295,1083,1378
19-02-2012,19,February,2012,24,Youth (<25),M,Australia,New South Wales,Bikes,Road Bikes,"Road-350-W Yellow, 44",2,1083,1701,794,2166,2960
19-02-2011,19,February,2011,24,Youth (<25),M,Australia,New South Wales,Bikes,Road Bikes,"Road-350-W Yellow, 44",4,1083,1701,1587,4332,5919
20-03-2012,20,March,2012,24,Youth (<25),M,Australia,New South Wales,Bikes,Road Bikes,"Road-350-W Yellow, 44",2,1083,1701,794,2166,2960
20-03-2011,20,March,2011,24,Youth (<25),M,Australia,New South Wales,Bikes,Road Bikes,"Road-350-W Yellow, 44",4,1083,1701,1587,4332,5919
13-05-2012,13,May,2012,24,Youth (<25),M,Australia,New South Wales,Bikes,Road Bikes,"Road-350-W Yellow, 44",2,1083,1701,794,2166,2960
13-05-2011,13,May,2011,24,Youth (<25),M,Australia,New South Wales,Bikes,Road Bikes,"Road-350-W Yellow, 44",4,1083,1701,1587,4332,5919
15-05-2012,15,May,2012,24,Youth (<25),M,Australia,New South Wales,Bikes,Road Bikes,"Road-350-W Yellow, 44",2,1083,1701,794,2166,2960
15-05-2011,15,May,2011,24,Youth (<25),M,Australia,New South Wales,Bikes,Road Bikes,"Road-350-W Yellow, 44",3,1083,1701,1191,3249,4440
28-05-2012,28,May,2012,24,Youth (<25),M,Australia,New South Wales,Bikes,Road Bikes,"Road-350-W Yellow, 44",2,1083,1701,794,2166,2960
28-05-2011,28,May,2011,24,Youth (<25),M,Australia,New South Wales,Bikes,Road Bikes,"Road-350-W Yellow, 44",1,1083,1701,397,1083,1480
12-05-2013,12,May,2013,24,Youth (<25),M,Australia,New South Wales,Bikes,Road Bikes,"Road-350-W Yellow, 44",1,1083,1701,397,1083,1480
12-05-2015,12,May,2015,24,Youth (<25),M,Australia,New South Wales,Bikes,Road Bikes,"Road-350-W Yellow, 44",1,1083,1701,397,1083,1480
30-06-2013,30,June,2013,24,Youth (<25),M,Australia,New South Wales,Bikes,Road Bikes,"Road-350-W Yellow, 44",1,1083,1701,397,1083,1480
30-06-2015,30,June,2015,24,Youth (<25),M,Australia,New South Wales,Bikes,Road Bikes,"Road-350-W Yellow, 44",1,1083,1701,397,1083,1480
11-12-2013,11,December,2013,24,Youth (<25),M,Australia,New South Wales,Bikes,Road Bikes,"Road-350-W Yellow, 44",1,1083,1701,397,1083,1480
11-12-2015,11,December,2015,24,Youth (<25),M,Australia,New South Wales,Bikes,Road Bikes,"Road-350-W Yellow, 44",2,1083,1701,794,2166,2960
15-12-2013,15,December,2013,24,Youth (<25),M,Australia,New South Wales,Bikes,Road Bikes,"Road-350-W Yellow, 44",1,1083,1701,397,1083,1480
15-12-2015,15,December,2015,24,Youth (<25),M,Australia,New South Wales,Bikes,Road Bikes,"Road-350-W Yellow, 44",1,1083,1701,397,1083,1480
16-02-2014,16,February,2014,24,Youth (<25),M,Australia,New South Wales,Bikes,Road Bikes,"Road-350-W Yellow, 44",1,1083,1701,397,1083,1480
16-02-2016,16,February,2016,24,Youth (<25),M,Australia,New South Wales,Bikes,Road Bikes,"Road-350-W Yellow, 44",3,1083,1701,1191,3249,4440
27-06-2012,27,June,2012,25,Young Adults (25-34),M,Australia,Queensland,Bikes,Road Bikes,"Road-550-W Yellow, 40",2,713,1120,456,1426,1882
27-06-2011,27,June,2011,25,Young Adults (25-34),M,Australia,Queensland,Bikes,Road Bikes,"Road-550-W Yellow, 40",1,713,1120,228,713,941
05-11-2012,5,November,2012,25,Young Adults (25-34),M,Australia,Queensland,Bikes,Road Bikes,"Road-550-W Yellow, 40",2,713,1120,456,1426,1882
05-11-2011,5,November,2011,25,Young Adults (25-34),M,Australia,Queensland,Bikes,Road Bikes,"Road-550-W Yellow, 40",1,713,1120,228,713,941
16-11-2012,16,November,2012,25,Young Adults (25-34),M,Australia,Queensland,Bikes,Road Bikes,"Road-550-W Yellow, 40",2,713,1120,456,1426,1882
16-11-2011,16,November,2011,25,Young Adults (25-34),M,Australia,Queensland,Bikes,Road Bikes,"Road-550-W Yellow, 40",3,713,1120,683,2139,2822
16-06-2013,16,June,2013,25,Young Adults (25-34),M,Australia,Queensland,Bikes,Road Bikes,"Road-550-W Yellow, 40",1,713,1120,228,713,941
16-06-2015,16,June,2015,25,Young Adults (25-34),M,Australia,Queensland,Bikes,Road Bikes,"Road-550-W Yellow, 40",1,713,1120,228,713,941
24-07-2013,24,July,2013,25,Young Adults (25-34),M,Australia,Queensland,Bikes,Road Bikes,"Road-550-W Yellow, 40",1,713,1120,228,713,941
24-07-2015,24,July,2015,25,Young Adults (25-34),M,Australia,Queensland,Bikes,Road Bikes,"Road-550-W Yellow, 40",3,713,1120,683,2139,2822
19-10-2013,19,October,2013,25,Young Adults (25-34),M,Australia,Queensland,Bikes,Road Bikes,"Road-550-W Yellow, 40",1,713,1120,228,713,941
19-10-2015,19,October,2015,25,Young Adults (25-34),M,Australia,Queensland,Bikes,Road Bikes,"Road-550-W Yellow, 40",1,713,1120,228,713,941
02-05-2014,2,May,2014,25,Young Adults (25-34),M,Australia,Queensland,Bikes,Road Bikes,"Road-550-W Yellow, 40",1,713,1120,228,713,941
02-05-2016,2,May,2016,25,Young Adults (25-34),M,Australia,Queensland,Bikes,Road Bikes,"Road-550-W Yellow, 40",1,713,1120,228,713,941
13-02-2012,13,February,2012,53,Adults (35-64),M,Canada,British Columbia,Bikes,Road Bikes,"Road-550-W Yellow, 48",2,713,1120,792,1426,2218
13-02-2011,13,February,2011,53,Adults (35-64),M,Canada,British Columbia,Bikes,Road Bikes,"Road-550-W Yellow, 48",1,713,1120,396,713,1109
23-06-2012,23,June,2012,53,Adults (35-64),M,Canada,British Columbia,Bikes,Road Bikes,"Road-550-W Yellow, 48",2,713,1120,792,1426,2218
23-06-2011,23,June,2011,53,Adults (35-64),M,Canada,British Columbia,Bikes,Road Bikes,"Road-550-W Yellow, 48",1,713,1120,396,713,1109
26-04-2014,26,April,2014,53,Adults (35-64),M,Canada,British Columbia,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,1371,2171,3542
26-04-2016,26,April,2016,53,Adults (35-64),M,Canada,British Columbia,Bikes,Road Bikes,"Road-150 Red, 62",3,2171,3578,4114,6513,10627
04-06-2012,4,June,2012,50,Adults (35-64),F,Canada,British Columbia,Bikes,Road Bikes,"Road-150 Red, 62",2,2171,3578,2742,4342,7084
04-06-2011,4,June,2011,50,Adults (35-64),F,Canada,British Columbia,Bikes,Road Bikes,"Road-150 Red, 62",3,2171,3578,4114,6513,10627
29-07-2013,29,July,2013,50,Adults (35-64),F,Canada,British Columbia,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,1371,2171,3542
29-07-2015,29,July,2015,50,Adults (35-64),F,Canada,British Columbia,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,1371,2171,3542
25-04-2014,25,April,2014,17,Youth (<25),M,Germany,Nordrhein-Westfalen,Bikes,Road Bikes,"Road-550-W Yellow, 48",1,713,1120,261,713,974
25-04-2016,25,April,2016,17,Youth (<25),M,Germany,Nordrhein-Westfalen,Bikes,Road Bikes,"Road-550-W Yellow, 48",1,713,1120,261,713,974
19-09-2012,19,September,2012,25,Young Adults (25-34),F,Germany,Nordrhein-Westfalen,Bikes,Road Bikes,"Road-550-W Yellow, 40",2,713,1120,523,1426,1949
19-09-2011,19,September,2011,25,Young Adults (25-34),F,Germany,Nordrhein-Westfalen,Bikes,Road Bikes,"Road-550-W Yellow, 40",4,713,1120,1046,2852,3898
25-11-2013,25,November,2013,25,Young Adults (25-34),F,Germany,Nordrhein-Westfalen,Bikes,Road Bikes,"Road-550-W Yellow, 40",1,713,1120,261,713,974
25-11-2015,25,November,2015,25,Young Adults (25-34),F,Germany,Nordrhein-Westfalen,Bikes,Road Bikes,"Road-550-W Yellow, 40",1,713,1120,261,713,974
09-12-2013,9,December,2013,25,Young Adults (25-34),F,Germany,Nordrhein-Westfalen,Bikes,Road Bikes,"Road-550-W Yellow, 40",1,713,1120,261,713,974
09-12-2015,9,December,2015,25,Young Adults (25-34),F,Germany,Nordrhein-Westfalen,Bikes,Road Bikes,"Road-550-W Yellow, 40",1,713,1120,261,713,974
27-04-2014,27,April,2014,25,Young Adults (25-34),F,Germany,Nordrhein-Westfalen,Bikes,Road Bikes,"Road-550-W Yellow, 40",1,713,1120,261,713,974
27-04-2016,27,April,2016,25,Young Adults (25-34),F,Germany,Nordrhein-Westfalen,Bikes,Road Bikes,"Road-550-W Yellow, 40",1,713,1120,261,713,974
01-03-2014,1,March,2014,25,Young Adults (25-34),F,France,Moselle,Bikes,Road Bikes,"Road-750 Black, 48",1,344,540,131,344,475
01-03-2016,1,March,2016,25,Young Adults (25-34),F,France,Moselle,Bikes,Road Bikes,"Road-750 Black, 48",1,344,540,131,344,475
01-04-2014,1,April,2014,26,Young Adults (25-34),M,Germany,Nordrhein-Westfalen,Bikes,Road Bikes,"Road-550-W Yellow, 42",1,713,1120,261,713,974
01-04-2016,1,April,2016,26,Young Adults (25-34),M,Germany,Nordrhein-Westfalen,Bikes,Road Bikes,"Road-550-W Yellow, 42",1,713,1120,261,713,974
03-07-2013,3,July,2013,26,Young Adults (25-34),M,Germany,Hamburg,Bikes,Road Bikes,"Road-750 Black, 52",1,344,540,158,344,502
03-07-2015,3,July,2015,26,Young Adults (25-34),M,Germany,Hamburg,Bikes,Road Bikes,"Road-750 Black, 52",3,344,540,475,1032,1507
09-10-2013,9,October,2013,26,Young Adults (25-34),M,Germany,Hamburg,Bikes,Road Bikes,"Road-750 Black, 52",1,344,540,158,344,502
09-10-2015,9,October,2015,26,Young Adults (25-34),M,Germany,Hamburg,Bikes,Road Bikes,"Road-750 Black, 52",1,344,540,158,344,502
23-12-2013,23,December,2013,26,Young Adults (25-34),M,Germany,Hamburg,Bikes,Road Bikes,"Road-750 Black, 52",1,344,540,158,344,502
23-12-2015,23,December,2015,26,Young Adults (25-34),M,Germany,Hamburg,Bikes,Road Bikes,"Road-750 Black, 52",1,344,540,158,344,502
28-06-2014,28,June,2014,26,Young Adults (25-34),M,Germany,Hamburg,Bikes,Road Bikes,"Road-750 Black, 52",1,344,540,158,344,502
28-06-2016,28,June,2016,26,Young Adults (25-34),M,Germany,Hamburg,Bikes,Road Bikes,"Road-750 Black, 52",1,344,540,158,344,502
27-06-2012,27,June,2012,39,Adults (35-64),F,Canada,Alberta,Bikes,Road Bikes,"Road-350-W Yellow, 44",2,1083,1701,1236,2166,3402
27-06-2011,27,June,2011,39,Adults (35-64),F,Canada,Alberta,Bikes,Road Bikes,"Road-350-W Yellow, 44",1,1083,1701,618,1083,1701
05-07-2012,5,July,2012,26,Young Adults (25-34),M,Canada,British Columbia,Bikes,Road Bikes,"Road-150 Red, 56",2,2171,3578,2742,4342,7084
05-07-2011,5,July,2011,26,Young Adults (25-34),M,Canada,British Columbia,Bikes,Road Bikes,"Road-150 Red, 56",4,2171,3578,5485,8684,14169
27-08-2012,27,August,2012,26,Young Adults (25-34),M,Canada,British Columbia,Bikes,Road Bikes,"Road-150 Red, 56",2,2171,3578,2742,4342,7084
27-08-2011,27,August,2011,26,Young Adults (25-34),M,Canada,British Columbia,Bikes,Road Bikes,"Road-150 Red, 56",3,2171,3578,4114,6513,10627
08-09-2012,8,September,2012,26,Young Adults (25-34),M,Canada,British Columbia,Bikes,Road Bikes,"Road-150 Red, 56",2,2171,3578,2742,4342,7084
08-09-2011,8,September,2011,26,Young Adults (25-34),M,Canada,British Columbia,Bikes,Road Bikes,"Road-150 Red, 56",2,2171,3578,2742,4342,7084
23-09-2012,23,September,2012,26,Young Adults (25-34),M,Canada,British Columbia,Bikes,Road Bikes,"Road-150 Red, 56",2,2171,3578,2742,4342,7084
23-09-2011,23,September,2011,26,Young Adults (25-34),M,Canada,British Columbia,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,1371,2171,3542
24-03-2013,24,March,2013,26,Young Adults (25-34),M,Canada,British Columbia,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,1371,2171,3542
24-03-2015,24,March,2015,26,Young Adults (25-34),M,Canada,British Columbia,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,1371,2171,3542
25-08-2013,25,August,2013,26,Young Adults (25-34),M,Canada,British Columbia,Bikes,Road Bikes,"Road-250 Red, 58",1,1555,2443,864,1555,2419
25-08-2015,25,August,2015,26,Young Adults (25-34),M,Canada,British Columbia,Bikes,Road Bikes,"Road-250 Red, 58",1,1555,2443,864,1555,2419
12-11-2013,12,November,2013,26,Young Adults (25-34),M,Canada,British Columbia,Bikes,Road Bikes,"Road-250 Red, 58",1,1555,2443,864,1555,2419
12-11-2015,12,November,2015,26,Young Adults (25-34),M,Canada,British Columbia,Bikes,Road Bikes,"Road-250 Red, 58",1,1555,2443,864,1555,2419
07-12-2013,7,December,2013,26,Young Adults (25-34),M,Canada,British Columbia,Bikes,Road Bikes,"Road-250 Red, 58",1,1555,2443,864,1555,2419
07-12-2015,7,December,2015,26,Young Adults (25-34),M,Canada,British Columbia,Bikes,Road Bikes,"Road-250 Red, 58",3,1555,2443,2591,4665,7256
28-04-2014,28,April,2014,26,Young Adults (25-34),M,Canada,British Columbia,Bikes,Road Bikes,"Road-250 Red, 58",1,1555,2443,864,1555,2419
28-04-2016,28,April,2016,26,Young Adults (25-34),M,Canada,British Columbia,Bikes,Road Bikes,"Road-250 Red, 58",2,1555,2443,1727,3110,4837
